text_asr,text_translated,intent,language,full_audio_path
desert induction on my statement that I don't recognise and I was hoping you'd give me some more information about it,desert induction on my statement that I don't recognise and I was hoping you'd give me some more information about it,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_32.wav
I'd like to freeze my card,I'd like to freeze my card,9,en-US,MInDS-14\audio\en-US~FREEZE/602bac02963e11ccd901cd9d.wav
hello and wonder whether you can help me I'm trying to withdraw money today and just wondered what is the maximum amount allowed to withdraw during the day,hello and wonder whether you can help me I'm trying to withdraw money today and just wondered what is the maximum amount allowed to withdraw during the day,3,en-GB,MInDS-14\audio\en-GB~ATM_LIMIT/60268c3bdc3604f481bcb72b.wav
hi am I able to get some money in my bank account be really greatly appreciated thank you,hi am I able to get some money in my bank account be really greatly appreciated thank you,7,en-AU,MInDS-14\audio\en-AU~CASH_DEPOSIT/response_41.wav
hi just calling to query what a maximum withdrawal limit is at the ATM,hi just calling to query what a maximum withdrawal limit is at the ATM,3,en-AU,MInDS-14\audio\en-AU~ATM_LIMIT/response_17.wav
hello think I may have lost my bank card could you cancel it please,hello think I may have lost my bank card could you cancel it please,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268fdadc3604f481bcb8a8.wav
how do I free information about my recent Direct debits,how do I free information about my recent Direct debits,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_40.wav
freeze my card,freeze my card,9,en-AU,MInDS-14\audio\en-AU~FREEZE/CA054d77eb09797f74bad48e0581c5f81b_1.wav
hello what you can help me I like to pay my bill please have some sort of technical issue can you can you call me back please many thanks,hello what you can help me I like to pay my bill please have some sort of technical issue can you can you call me back please many thanks,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60268f59c7abb7f832138c36.wav
hi I'm looking to get my account balance,hi I'm looking to get my account balance,4,en-AU,MInDS-14\audio\en-AU~BALANCE/CA8afa39043e0ae1aa1c4bb8c933411b8e_2.wav
I'm trying to make a purchase on Amazon but my card keeps declining,I'm trying to make a purchase on Amazon but my card keeps declining,6,en-US,MInDS-14\audio\en-US~CARD_ISSUES/602badcfbb1e6d0fbce92213.wav
hi yeah I'm trying to make a large deposit transaction and says I'm going to receive a text message but I don't know what to do with it,hi yeah I'm trying to make a large deposit transaction and says I'm going to receive a text message but I don't know what to do with it,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/6026902ec421a821df7c18f3.wav
also I recently growcott on you but I'm doesn't work when I tried tattoo all-time use it to pay it was declined and I was wondering if I could get some help thank you,also I recently growcott on you but I'm doesn't work when I tried tattoo all-time use it to pay it was declined and I was wondering if I could get some help thank you,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CA79ed67077daa44579a5049cc3b2506f9_3.wav
hello please could you freeze my card,hello please could you freeze my card,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268fd4c7abb7f832138d56.wav
I'd like to know about direct debit,I'd like to know about direct debit,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268f7bc421a821df7c18aa.wav
I need to go to the ATM and are usually withdrawal about $200 I wanted can I up that and make it $300 when I'm at the ATM and make my maximum amount I can take out 300 just let me know thank you,I need to go to the ATM and are usually withdrawal about $200 I wanted can I up that and make it $300 when I'm at the ATM and make my maximum amount I can take out 300 just let me know thank you,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602ba562bb1e6d0fbce92066.wav
I need some help organising my direct debits that are still current,I need some help organising my direct debits that are still current,8,en-GB,MInDS-14\audio\en-GB~DIRECT_DEBIT/60268c0cc7abb7f832138952.wav
if my app is not loading and I cannot access my account,if my app is not loading and I cannot access my account,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602ba220bb1e6d0fbce91ff5.wav
please show me my account balance,please show me my account balance,4,en-AU,MInDS-14\audio\en-AU~BALANCE/response_18.wav
I'm interested in information on a new getting a new business loan,I'm interested in information on a new getting a new business loan,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602bacb35f67b421554f6489.wav
I need to use my card abroad am I able to pay for things when I'm in America,I need to use my card abroad am I able to pay for things when I'm in America,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268ba5c7abb7f83213890e.wav
hi I'm trying to use my card in the shop and it won't work,hi I'm trying to use my card in the shop and it won't work,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268addcfa37e1cf217b085.wav
can you please help me off show me how to deposit money into my bank,can you please help me off show me how to deposit money into my bank,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268faac7abb7f832138d09.wav
I'd like some information on getting a new or existing loan,I'd like some information on getting a new or existing loan,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602bae5dbb1e6d0fbce92255.wav
I would like to change my address,I would like to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_50.wav
I was hoping to set up a joint account,I was hoping to set up a joint account,11,en-US,MInDS-14\audio\en-US~JOINT_ACCOUNT/602b9b6705f96973d67943ca.wav
show me my account balance,show me my account balance,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268b23c7abb7f8321388b0.wav
can you please help me to set up a joint account,can you please help me to set up a joint account,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_20.wav
I would like to my transactions train,I would like to my transactions train,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/60268e9cc421a821df7c1886.wav
I please show me my current balance on my current account thank you,I please show me my current balance on my current account thank you,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e91c7abb7f832138b09.wav
can you tell me what the last payment is for please,can you tell me what the last payment is for please,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/60269027c7abb7f832138dfc.wav
please can I deposit money into my account,please can I deposit money into my account,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268fb8cfa37e1cf217b10c.wav
hi I need some help with my card it's not working and my payments won't go through,hi I need some help with my card it's not working and my payments won't go through,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_15.wav
I have a bill I need to make payment,I have a bill I need to make payment,13,en-GB,MInDS-14\audio\en-GB~PAY_BILL/60268fd6c7abb7f832138d5b.wav
hi I'm using your app and is not working right now I can't get it to access my account,hi I'm using your app and is not working right now I can't get it to access my account,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_42.wav
I've noticed our transaction on my bank statement and I'm unsure of water is can you help me please tell me what payments for and who is 2,I've noticed our transaction on my bank statement and I'm unsure of water is can you help me please tell me what payments for and who is 2,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/60269033c7abb7f832138e09.wav
I'm looking for an existing business loan if I can't establish existing business line,I'm looking for an existing business loan if I can't establish existing business line,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/CAe142a3f98818444acd8a85064f934f3f_2.wav
so I've got a problem with my bank card whenever I try and tap it it stopped working it's not working anymore and I want to find out what the problem is,so I've got a problem with my bank card whenever I try and tap it it stopped working it's not working anymore and I want to find out what the problem is,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_39.wav
where can I see my most recent transactions,where can I see my most recent transactions,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/60268fcfc7abb7f832138d4f.wav
I just tried to use my new card and the payment was declined I'm just wondering why my car does it work,I just tried to use my new card and the payment was declined I'm just wondering why my car does it work,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_29.wav
I am speaking to set up a joint account how should I go about this can you please help me with this,I am speaking to set up a joint account how should I go about this can you please help me with this,11,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_8.wav
water check my account balance,water check my account balance,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f1dc7abb7f832138bb9.wav
hi I'd like to deposit money please,hi I'd like to deposit money please,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268cd0dc3604f481bcb742.wav
I want to change my address to something else I have moved and I no longer at that particular address so again I'm calling about getting a new address for updating my address rather,I want to change my address to something else I have moved and I no longer at that particular address so again I'm calling about getting a new address for updating my address rather,1,en-US,MInDS-14\audio\en-US~ADDRESS/602baaa805f96973d67944af.wav
yeah I know I just wanted to ask you a quick question I'm trying to access the app for for your bank and it's not loading properly I can't stand in curtailing it says please try again in a few minutes,yeah I know I just wanted to ask you a quick question I'm trying to access the app for for your bank and it's not loading properly I can't stand in curtailing it says please try again in a few minutes,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602ba131963e11ccd901cc45.wav
I want to change my address,I want to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_5.wav
do I need to do anything for my card to work when I'm abroad,do I need to do anything for my card to work when I'm abroad,0,en-US,MInDS-14\audio\en-US~ABROAD/602ba6b805f96973d6794458.wav
I'm trying to say something is my car doesn't seem to work whenever I called do it it doesn't actually work,I'm trying to say something is my car doesn't seem to work whenever I called do it it doesn't actually work,6,en-US,MInDS-14\audio\en-US~CARD_ISSUES/602ba502963e11ccd901cca4.wav
I'm just wondering I have a business and I'm looking to take out a new business loan how do I do that what's the first step,I'm just wondering I have a business and I'm looking to take out a new business loan how do I do that what's the first step,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_39.wav
can I deposit the money into my account,can I deposit the money into my account,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f52c7abb7f832138c25.wav
hello I have I need a card abroad can I pay for things when I'm in Spain yeah I'm going for a few weeks I just need to know where I need to do anything,hello I have I need a card abroad can I pay for things when I'm in Spain yeah I'm going for a few weeks I just need to know where I need to do anything,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c6fc7abb7f83213898a.wav
hello ID like to report a problem with my card it's been declined ever since this morning and it just will not work I didn't look at myself nothing suspicious has been taken out but not check the app so I'm a bit confused I would like to have some insight as to why doesn't work,hello ID like to report a problem with my card it's been declined ever since this morning and it just will not work I didn't look at myself nothing suspicious has been taken out but not check the app so I'm a bit confused I would like to have some insight as to why doesn't work,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_19.wav
